Judul,Author,Topik,Waktu,Gambar,Isi Berita
Belum Semua Orang Tua di DIY Izinkan Anaknya Ikut Sekolah Tatap Muka,"Jauh Hari Wawan S, Heri Susanto","sekolah tatap muka,sekolah tatap muka di yogyakarta,birojatengdiy","Senin, 19 Apr 2021 12:28 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/uji-coba-sekolah-tatap-muka-di-yogyakarta-1_169.jpeg?w=700&q=90,"Pelaksanaan uji coba  tingkat SMA-SMK di Daerah Istimewa (DIY) mulai dilakukan hari ini. Diketahui belum semua orang tua siswa mengizinkan anaknya mengikuti sekolah tatap muka, dengan berbagai alasan.Kepala Disdikpora DIY Didik Wardaya mengatakan sekolah yang melakukan uji coba di DIY hari ini yakni SMAN 1 Pajangan, Bantul; SMKN 1 Bantul; SMAN 1 Gamping, Sleman; SMKN 1 Depok, Sleman; SMAN 2 Playen, Gunungkidul; SMKN 1 Wonosari, Gunungkidul; SMAN 1 Sentolo, Kulon Progo; SMKN 2 Pengasih, Kulon Progo; dan SMKN 1 Kota Yogyakarta.Namun di kelas X di SMKN 1 Yogyakarta, misalnya, dari 208 siswa ada 7 persen orang tua tidak mengizinkan anaknya ikut sekolah tatap muka. ""Dari  yang kita sebar itu, ada 7 persen yang tidak diizinkan orang tua karena tetangganya positif dan dalam masa isolasi,"" kata Kepala SMKN 1 Kota Yogyakarta, Sudaryono, Senin (19/4/2021).Sudaryono menjelaskan persyaratan sekolah tatap muka mengharuskan ada izin dari orang tua. Jadi, jika orang tua tak mengizinkan anaknya untuk mengikuti sekolah tatap muka, maka sekolah akan memperlakukan pembelajaran daring.""Ya seperti kemarin (pembelajaran daring). Nanti guru akan memberikan tugas-tugas ke siswa,"" kata Sudaryono.Pelaksanaan  di SMKN 1 Yogyakarta, dilakukan dengan memangkas waktu di dalam kelas. Setiap hari hanya ada dua mata pelajaran. Setiap mata pelajaran berlangsung selama 90 menit.""Tadi masuk jam 07.15 WIB, karena bulan Ramadhan ada mata pendalaman agama yang muslim tadarus yang Kristen dan Katolik ada sendiri. Dilanjutkan mata pelajaran masing-masing sampai pukul 10.15 WIB,"" jelasnya.Di SMKN 1 Kota Yogyakarta semua siswa kelas X masuk dibagi dua tahap. Pertama masuk pukul 07.15 WIB dan 08.15 WIB untuk menerapkan 50 persen dari daya tampung siswa.Hal serupa juga terdapat di SMKN 1 Depok, . Kepala SMKN 1 Depok, Suprapto, menjelaskan sebesar 5 persen orang tua belum memberikan izin kepada siswa untuk belajar tatap muka karena masih khawatir penyebaran COVID-19.""Yang belum diizinkan hanya 5 persen sekitar 30 dari (total) 300 sekian siswa,"" jelasnya.Kendati demikian, siswa yang belum diizinkan orang tua untuk  tetap wajib mengikuti pembelajaran daring. ""Itu dari izin orang tua, kita pegang izin orang tua dan siswa tetap kita layani KBM daring,"" jelasnya.Sementara itu, bagi siswa mengaku masih perlu adaptasi menjalani pertama kali sekolah tatap muka.Novi Anggita Rahmadani, siswa Kelas X SMKN 1 Kota Yogyakarta, mengaku bingung setelah hampir setahun menjadi siswi di sekolah tersebut, baru hari ini bertemu teman-temannya. ""Belum ada yang kenal. Baru pertama masuk jadi masih pada kenalan dulu,"" kata Novi.Namun demikian, dia mengaku senang dan memilih  dibanding daring. ""Senang bisa ketemu teman-teman. Jadi tahu siapa aja teman di sekolah,"" kata Novi. ""Daripada di rumah bosan. Dikasih tugas juga malah bingung ngerjain ya,"" lanjutnya. "
Kelompok Militan Terkait ISIS di Mesir Eksekusi Mati 3 Orang,Novi Christiastuti,"mesir,isis,eksekusi mati,sinai","Senin, 19 Apr 2021 12:34 WIB",https://akcdn.detik.net.id/community/media/visual/2015/06/01/857a9c6a-1a4d-46c2-954b-e8e09171ae64_169.jpg?w=700&q=90,"Sebuah kelompok militan di yang berafiliasi dengan  (ISIS) mengklaim bertanggung jawab atas eksekusi mati terhadap tiga orang di wilayah Sinai yang rawan konflik. Ketiganya dibunuh karena dianggap mendukung militer Mesir.Seperti dilansir , Senin (19/4/2021), klaim itu disampaikan militan ini dalam sebuah video yang diposting ke saluran Telegram mereka pada Sabtu (17/4) malam waktu setempat. Militan terkait ISIS itu mengklaim telah menewaskan seorang warga penganut Kristen Koptik dan dua anggota kelompok suku di Sinai.Dalam video berdurasi 13 menit itu, seorang pria berusia 62 tahun, yang disebut penganut Kristen Koptik dari Bir al-Abd di Sinai Utara, ditembak mati dari jarak dekat oleh seorang militan, yang dikawal oleh dua militan lainnya yang membawa senapan.""Bagi Anda warga Kristen di Mesir, inilah harga yang Anda bayar karena mendukung militer Mesir,"" ucap militan yang mengeksekusi mati pria 62 tahun tersebut.Dua orang lainnya, yang disebut berusia lebih muda dan merupakan anggota kelompok suku Sinai juga terlihat dibunuh di sebuah gurun pasir setempat, dengan militan menuding keduanya bertempur bersama militer Mesir.Dalam pernyataan terpisah pada Minggu (18/4) waktu setempat, pihak Gereja Koptik Mesir menyebut pria 62 tahun itu bernama Nabil Habashi Salama. Komunitas warga Kristen Koptik di Mesir diketahui mencapai antara 10-15 persen dari total 100 juta jiwa populasi negara tersebut.""Dia mempertahankan imannya hingga saat dia dibunuh... Gereja menegaskan dukungan teguh untuk upaya-upaya pemerintah Mesir dalam memberantas aksi teror penuh kebencian,"" demikian pernyataan kelompok Kristen Koptik di Provinsi Sinai.
        "
Sederet Calon yang Diisukan Jadi Menteri Investasi,Tim detikcom,"menteri investasi,kementerian investasi,reshuffle kabinet,jokowi","Senin, 19 Apr 2021 12:35 WIB",https://akcdn.detik.net.id/community/media/visual/2018/01/18/79838b8a-cf4e-425b-a54b-2fb85ebc297f_169.jpeg?w=700&q=90,"Pos Kementerian Investasi disebut-sebut jadi pos panas dalam isu  Kabinet Indonesia Maju jilid II. Informasi yang dihimpun, ada lebih dari satu calon .Persetujuan pembentukan Kementerian Investasi diambil dalam rapat paripurna DPR RI, Jumat (9/4/2021) pagi. Jokowi sebelumnya telah bersurat kepada DPR terkait pembentukan Kementerian Investasi.Alhasil, Jokowi harus menunjuk seseorang menjabat . Ada kabar Badan Koordinasi Penanaman Modal yang dipimpin Bahlil Lahadalia akan di- jadi Kementerian Investasi.""Bisa jadi karena Bapak Presiden Jokowi melihat bahwa dengan selesainya UU Ciptaker untuk mendorong masuk investor asing lewat FDI maupun investasi dalam negeri, maka perlu BKPM dinaikkan statusnya sebagai kementerian, bukan lagi sebagai badan, walaupun selama ini BKPM sebagai badan setingkat menteri,"" ujar anggota Komisi XI DPR Misbakhun.Misbakhun juga menduga Bahlil Lahadila bakal menjabat Menteri Investasi. Namun dia menekankan wewenang menunjuk menteri sepenuhnya ada di Jokowi.""Soal siapa figur menteri yang memimpin Kementerian Investasi menjadi kewenangan sepenuh Bapak Presiden. Bisa saja Pak Bahlil sebagai Kepala BKPM diangkat sebagai menterinya atau bisa juga Bapak Presiden Jokowi menetapkan nama lainnya,"" ujar dia.Terlepas dari nama Bahlil, ada beberapa sosok lain yang diisukan bakal mengisi pos Kementerian Investasi. Ada dua orang yang sudah dipanggil Jokowi ke Istana.Nama pertama yakni Muhammad Rapsel Ali, anggota DPR Fraksi NasDem. Rapsel Ali santer diisukan menjadi  setelah ada isu satu dari tiga menteri NasDem bakal kena .""Cuma ditanya-tanya, terkait tim balap Mandalika, ya itu kan menandakan juga bahwa kita bisa tampil seperti itu menandakan negara kita termasuk negara maju, dan bisa memberi ruang investasi yang lebih besar lagi,"" ujar Rapsel Ali menjelaskan pertemuannya dengan Jokowi.Nama selanjutnya adalah Witjaksono, tokoh muda Nahdlatul Ulama (NU). Witjaksono mengaku beberapa kali dipanggil Jokowi berbicara empat mata. Namun, Witjaksono menegaskan dirinya dan Jokowi tak spesifik membahas kursi menteri.""Kita membahas soal ekonomi sih. Saya kan memang pengusaha dan tokoh NU. Jadi memposisikan mengenai NU bagaimana, terus kemudian ekonomi bagaimana, intinya begitu. Karena jalur saya memang pengusaha multinasional, jadi bicara soal investasi, bicara mengenai rencana perkembangan ekonomi di Indonesia,"" ujar Witjaksono."
Foto: Uji Coba Flyover Cakung,Agung Pambudhy,"flyover cakung,uji coba flyover cakung,lintasan kereta api,fotodetikcom","Senin, 19 Apr 2021 13:07 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/uji-coba-fly-over-cakung-tahap-pertama_169.jpeg?w=700&q=90,
Pemobil yang Ditembak Polisi Sempat Kuntit-Teror Putri Bupati Brebes,Imam Suripto,"brebes,bupati brebes,polres brebes,birojatengdiy,penguntit putri bupati brebes,kriminal di jateng","Senin, 19 Apr 2021 12:36 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/portal-gerbang-polres-brebes-yang-diterobos-pemobil_43.jpeg?w=700&q=90,"Polisi menembak pemobil yang menerobos gerbang Mapolres , Jawa Tengah pada kemarin malam. Pemobil itu diketahui sempat membuntuti dan meneror putri  Idza Priyanti, Elsanti.""Pelaku ini menguntit salah satu anak Bupati Idza Priyanti saat pulang buka puasa bersama keluarga. Bahkan sempat menghentikan dan menggedor-gedor kaca mobil,"" ujar Kapolres Brebes, AKBP Gatot Yulianto, Minggu (19/4/2021) malam.Elsanti saat itu sedang berada dalam perjalanan usai buka puasa bersama di sebuah rumah makan di Kota Tegal pada sekitar pukul 19.00 WIB. Belum diketahui motif di balik aksi kedua pelaku.Dalam kondisi ketakutan, Elsanti menghubungi . Melalui telepon, polisi mengarahkan Elsanti yang sedang sendirian mengemudi mobil Honda HRV hitam G 1 DA untuk menuju Mapolres Brebes. Saat mobil Elsanti masuk ke dalam area Mapolres, mobil pelaku yakni Honda HRV putih BL 4 CU juga mengikutinya.Petugas jaga kemudian memintai identitas kedua pelaku. Namun dua pria dalam mobil yang akhirnya diketahui bernama Zacky Rohman (34) dan Sidik Sulaiman (26) itu malah marah-marah dan mengancam polisi. Bahkan salah seorang di antaranya sempat mengeluarkan sebilah pisau.""Pelaku yang di dalam mobil ini, kemudian kabur dengan menerjang portal dan pintu gerbang Mapolres Brebes. Pelaku kabur ke arah Kota Tegal dan dikejar anggota kami,"" terangnya.""Sehingga terpaksa dilumpuhkan dengan ditembak kakinya,"" lanjut Gatot.Barang bukti yang diamankan polisi dari mobil pelaku di antaranya beberapa senjata tajam, pelat nomor palsu dan sabu."
Sekolah Tatap Muka Digelar Hari Ini di Kota Malang,Muhammad Aminudin,"sekolah tatap muka,sekolah tatap muka di malang,pembelajaran tatap muka,birojatim","Senin, 19 Apr 2021 12:51 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/sekolah-tatap-muka-di-malang-1_169.jpeg?w=700&q=90," mulai bergulir hari ini di Kota Malang. Jumlah peserta didik dibatasi.  dimulai berdasarkan SE Wali Kota Malang Nomor 15 Tahun 2021.Wali Kota Malang Sutiaji memantau langsung pelaksanaan hari pertama. Protokol kesehatan pencegahan COVID-19 benar-benar ditekankan oleh Sutiaji selama sidak.Kepala Dinas Pendidikan dan Kebudayaan Suwarjana, Kepala Dinas Kesehatan Husnul Muarif dan Kepala Dinas Kominfo M. Nurwidianto, serta Ketua Komisi D DPRD Kota Malang Wanedi ikut mendampingi Sutiaji.Lokasi yang dituju adalah SDN Kauman 1, SD Muhammadiyah 1, SMPN 6, dan SMPN 3.Menurut Sutiaji, secara keseluruhan sekolah sudah siap melaksanakan  terbatas. Dan masing-masing sekolah sudah menjalankan  yang ditentukan.""Tadi saya juga masih memberikan saran dan usulan di tiap-tiap sekolah seperti pengaturan jarak saat siswa mau mencuci tangan dan pengaturan sistem kepulangan siswa, agar tidak berkerumun,"" ujar Sutiaji disela sidak, Senin (19/4/2021).Secara umum, lanjut Sutiaji, sekolah telah mematuhi SE yang diterbitkan untuk pelaksanaan SKM. Namun, apabila menemukan sekolah tak memenuhi atau melanggar, pembelajaran SKM di sekolah tersebut akan dievaluasi.""Ini demi kebaikan dan keamanan kita bersama. Karena berkaitan dengan kesehatan dan nyawa seseorang sehingga saya memberikan penekanan terkait hal tersebut,"" kata Ketua Gugus Tugas Penanganan COVID-19 Kota Malang ini.Sutiaji menambahkan, berdasarkan hasil survei yang telah dilakukan menyatakan kasus kekerasan dalam rumah tangga di Kota Malang, dan bahkan di Indonesia juga meningkat selama proses pembelajaran daring."
Anies hingga Gatot Dinilai Berpeluang Diusung Poros Partai Islam,Rolando Fransiscus Sihombing,"partai islam,poros partai islam,anies baswedan","Senin, 19 Apr 2021 13:09 WIB",https://akcdn.detik.net.id/community/media/visual/2017/11/19/7ae6de01-475f-40dd-84f8-3c06299b322f_169.jpg?w=700&q=90,"Wacana poros  belakangan ini menguat usai pertemuan PKS dan PPP. Lantas, siapa tokoh bisa diusung poros ini di 2024?Pendiri lembaga survei KedaiKOPI Hendri Satrio atau Hensat menilai ada sejumlah nama besar yang bisa diusung poros partai Islam. Hensat menilai jagoan poros partai Islam bisa kuat jika disandingkan tokoh nasionalis.""Siapa yang akan didorong poros partai Islam ini? Menurut saya akan bagus dan jitu strateginya kalau poros partai Islam ini mendorong tokoh-tokoh di luar mereka. Jadi artinya tokoh nasionalis yang didorong terus digabungkan dengan tokoh yang Islam,"" kata Hensat kepada wartawan, Senin (19/4/2021).Hensat menilai kekuatan poros  akan solid jika partai nasional turut bergabung. Sehingga poros ini tak akan layu sebelum berkembang.""Jadi gabungannya antara nasionalis religius lagi gitu, tapi didorong oleh partai Islam,"" ujar Hensat.Ada sejumlah tokoh yang bisa diusung atau didorong poros partai Islam dari berbagai latar belakang. Tokoh itu terbagi ke dalam beberapa klaster.""Nah ini siapa saja bisa dicalonkan, kalau dari survei KedaiKOPI kan ada tokoh parpol, ada tokoh kepala daerah, ada tokoh nonparpol, ada tokoh oposisi, ada selebriti, ada dari TNI-Polri, kan gitu,"" ujar Hensat.Dari latar belakang partai politik ada sejumlah nama ketua umum, dari non partai ada Susi Pudjiastuti hingga Abraham Samad. Dari latar belakang TNI-Polri ada nama Budi Gunawan, Gatot Nurmantyo hingga Doni Monardo.""Ya nama-namanya tokoh parpol itu ada Cak Imin, ada Ahmad Syaikhu, ada Suharso Monoarfa, ada Amien Rais. Terus kalau dari tokoh nonparpolnya ada Susi Pudjiastuti, Sudirman Said, ada Abraham Samad, kalau TNI itu ada Gatot Nurmantyo, ada Doni Monardo, gitu ya. Di Polri-nya ada Pak Budi Gunawan, ada Pak Tito, ada Pak Boy Rafli Amar, bahkan ada Pak Firli Bahuri,"" ucap Hensat.Bagaimana dengan nama tokoh kalangan ulama? Hensat menyebut nama Aa Gym hingga Ustaz Abdul Somad.""Jadi justru lebih banyak gitu pilihannya, sementara kalau tokoh-tokoh ulama kan banyak juga, kita sebut saja Aa Gym, ada UAS, ada Habib Al-Jufri, kemudian TGB, banyak gitu namanya, jadi dengan adanya poros partai Islam ini bisa banyak tokoh yang mereka calonkan,"" sebut Hensat.Sedangkan dari kalangan kepala daerah ada nama Anies Baswedan dan Zulkieflimansyah. Nama-nama tersebut, menurut Hensat bisa dikombinasikan dan kuat.""Belum lagi tokoh kepala daerah macam Anies Baswedan, terus ada Zulkieflimansyah misalnya di NTB, jadi cukup banyak kombinasi,"" imbuhnya.PKS dan PPP sebelumnya mewacanakan terbentuknya koalisi poros  di 2024. PKS mengungkap sudah ada beberapa alternatif capres yang mungkin diajukan koalisi poros islam pada Pilpres 2024.""Sudah ada beberapa alternatif, tapi clue nya selalu masuk lima besar survei nasional,"" kata Ketua DPP PKS, Mardani Ali Sera, saat dihubungi, Kamis (15/4).Mardani enggan menjelaskan lebih lanjut siapa sosok yang selalu masuk dalam 5 besar survei pilpres 2024. Namun berdasarkan survei yang pernah dikeluarkan sejumlah lembaga akhir-akhir ini, ada sejumlah nama yang kerap masuk sosok 5 besar yakni Prabowo Subianto, Anies Baswedan, Sandiaga Uno, Ganjar Pranowo, dan Ridwan Kamil."
Anggota Brimob dan Kopassus Tergeletak di Trotoar Usai Dikeroyok,Tim detikcom,"pengeroyokan brimob dan kopassus,brimob dikeroyok,polisi dikeroyok,kopassus dikeroyok,tni dikeroyok,pengeroyokan,polda metro jaya","Senin, 19 Apr 2021 13:10 WIB",Gambar tidak tersedia,"Seorang anggota  meninggal dunia dan seorang prajurit Kopassus terluka parah akibat dikeroyok di kawasan Kebayoran Baru, Jakarta Selatan. Saksi menemukan keduanya tergeletak di trotoar usai brutal itu.Berdasarkan informasi yang diterima, dua orang saksi menemukan anggota Brimob dan prajurit Kopassus dalam keadaan terluka di trotoar Jalan Falatehan, Kebayoran Baru, Jakarta Selatan, Minggu (18/4/2021) pagi. Saksi langsung membawa kedua orang tersebut langsung dibawa ke RSPP Jakarta. Namun setelah sampai rumah sakit,  tersebut sudah meninggal dunia.Berdasarkan hasil pemeriksaan, korban mengalami luka tusuk di sejumlah bagian tubuhnya. Namun belum diketahui jelas mengenai penyebab keributan yang menyebabkan anggota Brimob tersebut meninggal dunia.Komandan Kodim (Dandim) 0504 Jakarta Selatan Kolonel Inf Ucu Yustiana lewat pesan singkat membenarkan informasi adanya keributan tersebut. Anggota Brimob tewas dan prajurit Kopassus terluka akibat peristiwa tersebut.""Kalau peristiwa dan korban benar. Kronologi kejadian masih dalam penyelidikan,"" kata Ucu saat dimintai konfirmasi mengenai keributan tersebut.Kasus tersebut kini ditangani Polda Metro Jaya. Sebanyak enam orang saksi dimintai keterangan oleh polisi.""Sekarang masih kita periksa saksi-saksi. Masih didalami. Sudah sekitar 5-6 saksi, ya,"" kata Direktur Reserse Kriminal Umum Polda Metro Jaya Kombes Tubagus Ade Hidayat saat dihubungi detikcom, Senin (19/4).Tubagus enggan memerinci identitas saksi yang dimintai keterangan tersebut. Dia menyebut para saksi merupakan orang yang berada di lokasi dan diduga kuat mengetahui peristiwa  tersebut. Hingga saat ini polisi masih terus mengumpulkan bukti-bukti lain dari kasus tersebut.""Iya, sekarang diambil alih di Polda Metro,"" ujar Tubagus."
"PAN Santer Diisukan Masuk Kabinet, Ini Calon Menterinya",Tim detikcom,"pan,reshuffle kabinet,reshuffle,jokowi","Senin, 19 Apr 2021 11:50 WIB",https://akcdn.detik.net.id/community/media/visual/2019/12/07/b688fa66-5ab4-4d7e-8fc0-a864381fd704_169.jpeg?w=700&q=90,"Partai Amanat Nasional () santer diisukan mendapat jatah kursi dari  jilid II. Beberapa nama elite PAN disebut-sebut sebagai calon menteri.Informasi yang diterima, PAN bakal mendapat satu pos di Kabinet Indonesia Maju. PAN kabarnya akan mendapat satu di antara kursi menko atau menteri teknis.""Tetapi tetap kita juga ranah soal  ini betul-betul domain Pak Jokowi sebagai kepala negara. Jadi kita tetap menunggu dan tidak pernah berangan-angan. Tapi, jika memang dipercaya, kita siap membantu yang terbaik untuk pos-pos yang mungkin akan diberikan kepada kami. Prinsipnya begitu,"" kata Ketua PAN Mumtaz Rais, Jumat (16/4/2021). kabarnya sudah menyiapkan sejumlah nama untuk dua posisi yang mungkin diberikan. Ada nama yang disiapkan untuk jadi menko, ada juga yang disiapkan untuk menjadi menteri teknis.Jatah PAN kabarnya tak bakal diambil Ketua Umum Zulkifli Hasan. Ada nama lain yang digadang-gadang, yakni Sekjen PAN Eddy Soeparno. Namun ada juga yang menyebut nama Asman Abnur sebagai kandidat menteri dari PAN.Mumtaz Rais, saat dimintai konfirmasi mengenai nama-nama calon menteri dari PAN, mengaku tak ingin berspekulasi. Dia menyatakan mendukung Zulkifli Hasan menjadi pembantu Presiden Jokowi di .""Kalaupun dipercaya oleh Pak Jokowi untuk mengisi pos dari kabinet beliau, daripada nama yang beredar itu, kenapa nggak ketumnya sendiri. Nah, itu kalau analisis pribadi saya, tapi boleh juga siapa pun yang terbaik dinilai oleh Pak Jokowi mengisi, itu kita akan dukung secara moril dan lain-lain,"" ujar Mumtaz Rais."
Suasana Inggris Usai Prosesi Pemakaman Pangeran Philip,"detikTV, dtv","pangeran philip,pangeran philip meninggal,pemakaman pangeran philip","Senin, 19 Apr 2021 11:45 WIB",Gambar tidak tersedia,Beginilah kondisi Inggris setelah prosesi pemakaman  selesai digelar pada Sabtu (17/4). Petugas mulai mengangkat pembatas yang menghalangi di jalanan sekitar area kastil Windsor.
Hengky Kurniawan Copas Postingan Anies soal RPJMD?,Yudha Maulana,"postingan hengky kurniawan,anies baswedan,hengky kurniawan,birojabar","Senin, 19 Apr 2021 11:45 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/hengky-kurniawan-anies-baswedan_11.jpeg?w=700&q=90,"Plt Bupati Bandung Barat Hengky Kurniawan mengunggah tayangan terkait pembahasan Perencanaan Pembangunan Bandung Barat Tahun 2022 bersama dengan Bappelitbangda Kabupaten Bandung Barat (KBB) di media sosialnya.Dalam tayangan itu, Hengky mengatakan jika tantangan yang dihadapi oleh KBB tak sederhana di masa pandemi COVID-19 ini yang masih dalam proses pemulihan, oleh karena itu dikatakannya perlu terobosan dan kebaruan dalam cara-cara bekerja, yang berbeda dengan masa sebelumnya.""Tantangan yang dihadapi Bandung Barat tidak sederhana, di masa pandemi ini kita dalam proses pemulihan. Karena itu perlu banyak terobosan, kebaruan dalam cara-cara bekerja, yang berbeda dengan masa sebelumnya. Begitu banyak peluang kolaborasi dalam membangun Bandung Barat,"" tulis Hengky dalam akun Instagramnya @hengkykurniawan, Jumat (16/4/2021).""Pembangunan di Bandung Barat harus direncanakan secara gotong royong/ kolaboratif, karena pelaku pembangunan di Bandung Barat bukan hanya dari pemerintah saja, tapi juga dari pihak swasta dan unsur masyarakat,"" bunyi keterangan yang ditulis Hengky.Selain itu, Hengky juga menyebut jika program pembangunan di KBB memerlukan kolaborasi dengan pemerintah pusat. Terutama untuk program-program mendasar seperti infrastruktur dan pengembangan pariwisata, pengendalian banjir, dan infrastruktur air bersh.""Terima kasih dan apresiasi kepada semua pihak yang terlibat, InsyaAllah kita bisa mencapai apa kita semua harapkan. Aamiin🙏🏻 #BandungBaratBerkah,"" pungkas Hengky.
        "
"Mudik Lokal Artinya Masih di Wilayah Aglomerasi, Ini Penjelasannya",Syahidah Izzata Sabiila,"mudik lokal artinya,8 wilayah yang boleh mudik,mudik lokal,larangan mudik,larangan mudik 2021,mudik 2021,lebaran 2021,aglomerasi","Senin, 19 Apr 2021 11:47 WIB",Gambar tidak tersedia,"Larangan mudik diberlakukan pemerintah guna mencegah penularan virus corona (COVID-19), namun ada pengecualian bagi mudik lokal. Lalu apa sih?Pemerintah telah melarang mudik saat Idul Fitri atau Lebaran 2021 pada 6 Mei hingga 17 Mei 2021. Namun ada sejumlah wilayah yang warganya dapat melakukan mudik lokal.Dalam konferensi pers di Jakarta, Kamis (8/4/2021), Dirjen Perhubungan Darat Kemenhub Budi Setiyadi menjelaskan  warga masih berada di wilayah aglomerasi.Istilah wilayah aglomerasi itu terkait daerah mana saja yang warganya diizinkan melakukan mudik lokal. Aglomerasi sendiri bermakna sebagai pengumpulan atau pemusatan dalam lokasi atau kawasan tertentu.""Untuk masalah perkotaan, ada beberapa daerah yang sudah kami  di dalam Peraturan Menteri Perhubungan (Nomor PM 13 Tahun 2021) tadi, yang masih boleh melanjutkan atau melakukan kegiatan pergerakan. Yang pertama adalah wilayah aglomerasi Medan, Binjai, Deli Serdang, dan Karo,"" kata Budi Setiyadi.Meski demikian,  pergerakan warga di wilayah tersebut harus mematuhi protokol kesehatan. Nantinya aturan soal mudik lokal diatur lewat surat edaran.Warga yang hendak melakukan mudik di wilayah aglomerasi diperbolehkan melakukan perjalanan di masa pelarangan mudik 2021, dengan mobil, sepeda motor, bus maupun kereta.""Mobilitas masyarakat masih diperbolehkan, (namun) dengan tetap menerapkan protokol kesehatan yang ketat. Selain itu, transportasi umum di wilayah ini akan dibatasi armada, frekuensi, dan kapasitasnya,"" kata juru bicara Kemenhub Adita Irawati, Jumat (9/4).""Akan diturunkan dalam surat edaran, sedang dalam penyusunan,"" sambung Adita.Sementara itu ada 8 wilayah yang boleh mudik lokal. Berikut daftarnya:1. Medan, Binjai, Deli Serdang, dan Karo (Mebidangro)2. Jakarta, Bogor, Depok, Tangerang, Bekasi (Jabodetabek)3. Bandung Raya4. Semarang, Kendal, Demak, Ungaran, dan Purwodadi5. Jogja Raya6. Solo Raya7. Gresik, Bangkalan, Mojokerto, Surabaya, Sidoarjo, dan Lamongan (Gerbangkertosusila)8. Makassar, Sungguminasa, Takalar, dan Maros."
Pemerintah Bakal Halau Warga yang Nekat Mudik Lebaran 2021,Rengga Sancaya,"larangan mudik,mudik 2021,fotodetikcom","Senin, 19 Apr 2021 11:41 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/pemerintah-bakal-halau-warga-yang-nekat-mudik-lebaran-2021_169.jpeg?w=700&q=90,
Ini Tampang Pemobil yang Ditembak Polisi Usai Terobos Mapolres Brebes,Imam Suripto,"brebes,begal,kriminal,kriminal di jateng,polres brebes,birojatengdiy","Senin, 19 Apr 2021 11:23 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/zacky-rohman-pemobil-terobos-mapolres-brebes-1_169.jpeg?w=700&q=90,"Zacky Rohman (34), pemobil asal warga Bandung, ditembak polisi setelah menerobos portal dan gerbang Mapolres , Jawa Tengah. Zacky sebelumnya juga sempat mengancam petugas dengan sebilah pisau.Zacky dan seorang temannya Sidik Sulaiman (26), dua-duanya warga Bandung, hingga saat ini masih diperiksa di Mapolres Brebes. Saat diamankan kedua tangan Zacky diborgol dan dipapah polisi. Kaki kanan yang terkena tembakan tampak diperban.Polres Brebes memaparkan keduanya sempat membuntuti putri , Elsanti, pulang dari acara buka bersama di Kota Tegal, Minggu (18/4/2021) malam. Di tengah jalan, korban yang mengemudikan sendiri mobilnya dipepet sebuah mobil Honda HRV putih yang ditumpangi dua orang.Pelaku sempat menghentikan mobil korban dan menggedor-gedor kaca mobil. Elsanti lalu berkoordinasi dengan Polres Brebes. Oleh petugas, dia disarankan masuk Mapolres Brebes agar aman.Kedua lelaki itu lalu diringkus dan dimintai keterangan oleh petugas. Namun di tengah pemeriksaan, Zacky keluar ruangan petugas dan kembali masuk ke mobilnya. Saat diminta keluar mobil, Zacky malahan mengeluarkan pisau.Zacky menghidupkan mesin mobil dan tancap gas, menerobos portal dan pintu gerbang  yang sudah ditutup petugas.""Pelaku yang di dalam mobil ini, kemudian kabur dengan menerjang portal dan pintu gerbang Mapolres Brebes. Pelaku kabur ke arah Kota Tegal dan dikejar anggota kami,"" Kapolres Brebes, AKBP Gatot Yulianto.Petugas mengejarnya dan Zacky berhasil diringkus di jalur Pantura Kaligangsa Kota Tegal. ""Pelaku ini saat ditangkap malah melawan anggota kami, sehingga terpaksa dilumpuhkan dengan ditembak kakinya,"" terang Kapolres."
