Judul,Author,Topik,Waktu,Gambar,Isi Berita
Ortu Sertu Achmad Faisal Awak KRI Nanggala-402 Shock Berat,Robby Bernardi,"pekalongan,kri nanggala-402,kri nanggala 402,birojatengdiy","Senin, 26 Apr 2021 13:25 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/rumah-duka-sertu-achmad-faisal-di-pekalongan-1_169.jpeg?w=700&q=90,"Kabar duka gugurnya 53 awak kapal selam  menjadi pukulan bagi keluarga Sertu Achmad Faisal di Pekalongan. Kedua orang tua Sertu Ahmad Faisal bahkan masih shock berat.Sertu Ahmad Faisal lahir dari pasangan Mujiono dan ibunya Tuliyah. Anak ketiga dari tujuh bersaudara juga punya adik, Serda Rohman (26), yang juga bertugas di TNI Angkatan Laut.  ""Masih shock berat. Saya meminta untuk di dalam kamar saja agar tidak dapat mengikuti berita, saya televisi,"" kata Rohman saat ditemui di rumahnya, Desa Gerbangkerep, Kecamatan Sragi, Pekalongan, Senin (26/4/2021).Rohman mengatakan kedua orang tuanya masih sangat terpukul dengan kabar duka anak ketiganya itu. Sehingga keluarga memutuskan untuk menjauhkan kedua orang tuanya dari televisi agar tidak mendengar peristiwa tragis kapal selam  yang tenggelam di Perairan Bali.Rohman mengaku terakhir bertemu dengan kakaknya itu sebelum Achmad Faisal pergi berlayar. Dia pun mengaku rutin berkomunikasi dengan kakak ketiganya itu.""Ketemu terakhir ya sebelum berlayar itu. Komunikasi intens, wong di sana bareng kok,"" tambah Rohman yang merupakan anak keempat ini.Rohman mengaku sering membahas latihan-latihan kedinasan dengan kakaknya itu. Rohman pun mengaku ikut latihan serupa namun berbeda kapal dengan kakaknya Achmad Faisal.""Ya biasa, saat latihan-latihan, cuma pesan agar berhati-hati saat latihan,"" kenang Rohman mengutip pesan sang kakak.Hal senada juga disampaikan paman Achmad Faisal, Didi Madiyono. Didi yang juga Kades Gerbangkerep ini pun masih berharap ada mukjizat untuk keponakannya itu.""Kita tetap ingin ada mukjizat, setidak-tidaknya, hal yang terjelek terjadi, (jenazah) bisa ditemukan,"" kata Didi.Di rumah duka juga terlihat ada dua karangan bunga duka cita. Karangan bunga itu datang dari Komandan Lanal Tegal dan Bupati Pekalongan.Tampak pelayat berdatangan ke rumah duka. Di antaranya ada sejumlah pejabat dan teman semasa sekolah korban.Achmad Faizal diketahui meninggalkan seorang anak yakni Adnan Zaydan Abdillah yang masih berusia setahun, dan istrinya Aulia Marisa. Keluarga ini tinggal di Perumahan Quality Riverside, Desa Kemasan, Kecamatan Krian, Sidoarjo Jawa Timur.
        "
Menkes: Ada Kenaikan Sedikit Kasus COVID-19 Usai Libur Paskah,Kanavino Ahmad Rizqo,"kasus covid-19,menkes budi gunadi sadikin,menkes,jokowi","Senin, 26 Apr 2021 13:04 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/18/menkes-budi-gunadi-sadikin_169.jpeg?w=700&q=90,"Menteri Kesehatan (Menkes), Budi Gunadi Sadikin, melaporkan perkembangan terkini kasus COVID-19 di Indonesia kepada Presiden Joko Widodo (Jokowi). Budi menyampaikan bahwa ada kenaikan kasus COVID-19 setelah  namun jumlahnya tak terlalu banyak.""Jadi minggu lalu adalah dua minggu setelah liburan Paskah. Alhamdulillah memang kita amati ada kenaikan sedikit tetapi tidak sebesar liburan-liburan sebelumnya,"" kata Budi dalam konferensi pers yang disiarkan di akun YouTube Sekretariat Presiden, Senin (26/4/2021).Budi mengatakan program PPKM Mikro dan vaksinasi COVID-19 telah terbukti berhasil menekan laju penularan COVID-19. Kenaikan kasus COVID-19 usai  pun tak sebesar sebelumnya.""Jadi ini bukti bahwa sekali lagi program PPKM Mikro dan juga vaksinasi yang sudah ktia jalankan masih bisa menahan setelah liburan panjang 3 hari walaupun ada kenaikan, kenaikannya kecil sekali,"" ujar Budi.Selain itu, Budi juga menyampaikan perkembangan kasus COVID-19 di India kepada Presiden Jokowi. Menurut Budi, lonjakan kasus COVID-19 di India sangat signifikan.""Jadi India itu sempat turun cukup drastis sehingga kasus konfirmasi per hari nya hanya sekitar 5.000 kasus. Terakhir kemaren kita lihat sudah naik ratusan kali lipat menjadi 349.000 kasus per hari dari 5.000 kasus per hari,"" ujar Budi.Budi menyampaikan dua penyebab lonjakan kasus yang sangat tinggi itu adalah mutasi virus baru dan tidak konsisten dalam protokol kesehatan. Karena itu, dia mengajak semua pihak untuk tetap waspada.""Yang kedua adalah tidak konsisten menjalankan protokol kesehatan jadi karena merasa jumlah kasusnya sudah turun karena vaksinasi di India itu tinggi sekali dan cepat sekali mereka menjadi lengah, menjadi lalai, menjadi tidak waspada. Oleh karena itu kami sampaikan, teman-teman harus waspada,"" tutur dia."
Korban Investasi Bodong EDCCash Minta Duit Kembali,Adhyasta Dirgantara,"edccash,investasi bodong,polri","Senin, 26 Apr 2021 13:06 WIB",https://akcdn.detik.net.id/community/media/visual/2015/12/10/54b05d11-c94d-4bb9-b0e2-0271766c9b4c_169.jpg?w=700&q=90,"Polri menetapkan enam tersangka kasus   yang merugikan 57 ribu -nya. Para korban berharap uang mereka bisa segera dikembalikan.""Klien saya berharap mereka bisa mendapatkan haknya kembali, karena itu uang hasil jerih payah mereka menabung. Dan bahkan ada yang sampai gadai surat rumah ke bank, tentunya sangat besar harapan mereka agar bisa mendapatkan kembali,"" ujar pengacara yang mewakili sejumlah korban EDCCash, Abdul Malik, saat dihubungi, Senin (26/4/2021).Polisi sendiri telah menyita sejumlah aset para tersangka. Aset yang disita antara lain mobil mewah seperti Ferrari dan McLaren, tas bermerek, hingga uang tunai.Kasubdit Industri Keuangan Non Bank (IKNB) Dittipideksus Bareskrim Kombes Ma'mun mengatakan para tersangka telah menggunakan uang para member. Namun, dia tetap mengupayakan korban investasi bodong ini bisa menerima uang mereka kembali.""Kita berharap semua kerugian bisa dikembalikan. Tapi kerugian yang diderita juga sudah dibagi-bagikan tersangka ke para penerima manfaat,"" kata Ma'mun mewakili Dirtipideksus Brigjen Helmy Santika.Ma'mun mengatakan pihaknya terus menyita aset lain dari para tersangka. Dia berharap member  yang menjadi korban memberi info jika mengetahui soal aset para tersangka.""Nah keterbatasan kami untuk mencari aset tersangka harus didukung juga oleh semua pihak. Makanya kalau ada korban yang tahu aset milik tersangka, agar segera beri tahu kami supaya bisa kami lakukan penyitaan,"" tuturnya.Sebelumnya, Dirtipideksus Helmy mengatakan ada mobil yang didapatkan tersangka EDCCash secara 'door prize'. Mobil hadiah itu dibeli dengan uang para nasabah EDCCash.""Bahkan ada yang dalam tanda kutip itu sebagai door prize. Yang kami juga sudah bisa menduga door prize itu dibeli dari uangnya para nasabah itu sendiri,"" kata Helmy.Selain mobil, polisi menyita sejumlah tas branded dan emas milik para tersangka. Meski demikian, polisi belum memerinci total nilai dari barang-barang yang disita itu.""Kita kan nggak tahu mobil ini harganya berapa. Dari barang yang kita amankan, mobil misalnya perolehannya dari mana, kapan. Terus misalnya tadi ada uang, uang ini dari mana. Terus ada emas. Bernilai ada, tapi nilainya berapa masih dihitung,"" paparnya.""Dalam upaya tracing aset itu juga sedang kita lakukan secara maksimal, sehingga harapannya kepada masyarakat yang menjadi korban hak-haknya bisa kembali,"" sambung Helmy."
"Awak Nanggala-402 Gugur, DPR Naikkan Bendera Setengah Tiang 3 Hari",Tim detikcom,"dpr,kri nanggala-402,bendera setengah tiang","Senin, 26 Apr 2021 13:05 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/bendera-setengah-tiang-di-dpr.jpeg?w=700&q=90,"Seluruh awak kapal selam  dinyatakan gugur. Dewan Perwakilan Rakyat (DPR) menaikkan bendera setengah tiang 3 hari berturut-turut mulai hari ini.""Akan menaikkan bendera setengah tiang selama 3 hari berturut-turut mulai hari ini sebagai ungkapan duka cita yang mendalam,"" kata Wakil Ketua DPR Sufmi Dasco Ahmad dalam keterangannya, Senin (26/4/2021).Dasco menyatakan segenap anggota DPR hingga pimpinan DPR berduka cita atas tragedi tenggelamnya . Bendera setengah tiang ini adalah cara DPR menghormati para awak kapal selam yang gugur.Sementara itu, Ketua DPR Puan Maharani mendukung pemberian kenaikan pangkat pada awak kapal selam KRI Nanggala-402. Puan berharap nilai-nilai perjuangan awak kapal selam KRI Nanggala-402 dirawat dan diaplikasikan seluruh prajurit.""Pengabdian mereka tulus, tak pernah mengeluhkan usia kapal yang sudah tua. Mereka tabah sampai akhir,"" ujar Puan dalam keterangannya.Puan berharap pencarian jenazah awak kapal selam KRI Nanggala-402 terus diupayakan. Dia juga berharap bangkai  bisa diangkat dari laut dalam.""Saya mendengar KSAL akan komit mengangkat kapal ke permukaan dengan meminta izin ke Panglima TNI serta Panglima Tertinggi untuk minta bantuan teknologi dari organisasi penyelamatan kapal selam. Evakuasi secara optimal harus didukung,"" ujar Puan."
"Presiden PKS-Ketum Golkar Airlangga Bertemu Sore Ini, Bahas Apa?",Rolando Fransiscus Sihombing,"presiden pks,ketum golkar airlangga hartarto,airlangga hartarto,golkar,pks,ahmad syaikhu","Senin, 26 Apr 2021 13:12 WIB",https://akcdn.detik.net.id/community/media/visual/2019/05/24/3435c4f9-6db7-4ea7-9cf0-8318b67424bd_169.jpeg?w=700&q=90,"Presiden PKS Ahmad Syaikhu akan bertemu Ketua Umum (Ketum) Partai Golkar  sore ini. Apa yang akan dibahas kedua tokoh ini dalam pertemuan nanti?""Betul. Presiden PKS, H Ahmad Syaikhu yang akan memimpin silaturahim. Didampingi Sekjen, Bendahara, dan para Ketua DPP, serta Wasekjen, dan KSP,"" kata Kepala Staf Presiden PKS Pipin Sopian kepada wartawan, Senin (26/4/2021).Pertemuan  dan Syaikhu akan digelar di DPP Partai Golkar, sekitar pukul 16.00 WIB. Pipin membocorkan sedikit apa yang akan dibahas kedua tokoh itu.""Silaturahim sambil buka puasa bareng, mengenalkan pengurus baru PKS, lambang, dan mars PKS. Selain itu bahas potensi kerja sama antara PKS dan Golkar ke depan,"" ujar Pipin.Selain itu, menurut Pipin Syaikhu dan Airlangga akan membahas isu Tanah Air terkini. Serta membahas dampak ekonomi dari pandemi.""Termasuk bahas agenda kebangsaan terkini. Solusi dampak ekonomi dari pandemi,"" ucapnya.Sementara itu, Waketum Partai Golkar Nurul Arifin membenarkan akan adanya pertemuan  dan Syaikhu. Namun, Nurul belum mengetahui apa yang akan dibicarakan kedua tokoh nanti.Presiden PKS Ahmad Syaikhu sebelumnya bertemu Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono. Keduanya membahas demokrasi dalam pertemuan 2 jam tersebut."
"Oknum Bobotoh Serbu Markas Persib, Ridwan Kamil: Akhlaknya Buruk!",Yudha Maulana,"markas persib,persib,persija,bobotoh,bandung,ridwan kamil,bandung.,birojabar","Senin, 26 Apr 2021 13:12 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/oknum-bobotoh-geruduk-markas-persib_43.jpeg?w=700&q=90,"Gubernur Jawa Barat Ridwan Kamil menyebut perusuh yang menyerbu Graha Persib dan merusak fasilitas umum, Minggu (25/4), sebagai orang-orang yang berakhlak buruk. Ia pun meminta agar aparat penegak hukum bergerak dalam menindak dalam mengusut kasus tersebut.""Mereka yang tidak bisa menerima kekalahan dan melampiaskan kekecewaan dengan merusak dan melanggar hukum itu contoh orang yang akhlaknya tidak baik. Akhlaknya buruk,"" ujar Emil --sapaan Ridwan-- di Gedung Sate, Kota Bandung, Senin (26/4/2021).Perilaku merusak itu, kata Kang Emil, kontradiktif dengan pelaksanaan ibadah Ramadan. ""Bulan suci Ramadan ini harusnya kita bisa memahami, kita sedang dilatih untuk menjadi orang yang lebih bertakwa, orang yang lebih sabar,"" ucapya.Sebab itu, Emil meminta agar polisi mengusut tuntas kasus perusakan oleh perusuh tersebut. ""Saya titip kalau masuk ke ranah pidana, secepatnya polisi bisa melakukan tindakan hukum karena kita harus tegas, menang kalah dalam kehidupan itu biasa,"" katanya.""Apalagi ini masih Piala Menpora, belum liga, pramusim ya kira-kira begitu. Jadi saya titip ke bobotoh jangan diulangi, jangan ditiru, belajarlah jadi suporter yang berjiwa besar, menang kalah biasa, kalau menang jangan jemawa, kalau kalah jangan kecewa,"" tutur Emil menambahkan.Markas Persib di Jalan Sulanjana, Kota Bandung, menjadi sasaran perusakan yang dilakukan oleh sekelompok massa. Mereka melemparkan suar () dan pecahan  ke arah Graha Persib.Kejadian itu pun menjadi viral di media sosial. Dalam video itu juga terlihat dari kejauhan flare berwarna merah menyala. Dari suara video itu juga terdengar kekecewaan dari mereka akibat kekalahan Persib.""Harga diri, Persib  (kalah),"" ucap salah seorang yang terdengar dalam video."
Hiii! 6 Ular Piton Ditemukan Berkeliaran di Sebuah Dusun di Klaten,Achmad Syauqi,"ular piton,klaten,birojatengdiy","Senin, 26 Apr 2021 13:15 WIB",https://akcdn.detik.net.id/community/media/visual/2019/11/01/ae6a9d1f-b62e-4cff-a20b-873ef8056d1b_43.jpeg?w=700&q=90,"Warga Dusun Kopat Gede, Desa Gedong Jetis, Kecamatan Tulung, Kabupaten , Jawa Tengah mendapati enam ekor  di lingkungannya. Selama dua hari terakhir ada enam ekor ular Piton masuk rumah penduduk.""Ada enam ekor ular Piton yang masuk rumah (di Dusun Kopat Gede). Sudah dua hari yang lalu,"" ungkap Agung Hadianto warga setempat kepada , Senin (26/4/2021).Menurut Agung, ada dua ekor ular piton yang masuk ke rumahnya. Sedangkan ular-ular yang lainnya masuk ke rumah tetangganya siang dan malam hari.""Ditangkap siang sama malam tapi belum makan apa-apa sebab masih ular anakan. Ukurannya baru sekitar satu meteran semua,"" jelas Agung.Hendri, warga lain di dusun yang sama mengatakan ular juga masuk rumahnya dan ada yang di belakang rumah. Ular langsung dibunuh sebab membuat warga takut.""Ya, langsung dimatikan sebab dulu ada yang sempat ketangkap besarnya sepaha orang dewasa, panjangnya 4 meter membuat takut. Dulu sampai pak camat ke sini,"" kata Hendri kepada .Menurut Hendri, warga resah sebab selama ini piton sering makan unggas warga. Ditambah lagi Dusun Kopat Gede terletak di dekat sungai.""Yang ketangkap besar itu dulu makan ternak warga. Memang di Utara dusun ada sungai alirannya ke atas terus ke Gunung Merapi,"" lanjut Hendri.Selain di Desa Gedong Jetis, temuan ular dilaporkan warga di tetangga desa yaitu Desa Sorogaten.  yang ditemukan warga di desa itu juga masih anakan.""Saya temukan satu ekor kemarin tapi masih anakan di sungai. Tapi tadi pagi sudah diambil teman untuk dipelihara,"" ungkap warga Sorogaten, Mulyono saat dihubungi .Mulyono mengatakan kemungkinan masih ada ular piton lain di sekitar desanya. ""Ya baru satu tapi mungkin ada lainnya. Atau mungkin malah induknya yang belum ditemukan,"" lanjut Mulyono.Imron, warga lain di Desa Gedong Jetis mengatakan sebenarnya jumlahnya  yang ditemukan di lingkungannya cukup banyak.""Sebenarnya banyak tapi sudah langsung dibunuh warga. Dulu pernah mau makan ayam saya juga,"" ujar Imron kepada di rumahnya."
Kabar Baik! Jutaan Vaksin Sinovac-AstraZeneca Akan Tiba Lagi di RI,Tim detikcom,"vaksin sinovac,vaksin astrazeneca,vaksin corona,menkes budi gunadi sadikin","Senin, 26 Apr 2021 13:16 WIB",Gambar tidak tersedia,"Menteri Kesehatan (Menkes),  mengatakan Indonesia akan mendapatkan tambahan vaksin COVID-19. Vaksin ini datang dari dan AstraZeneca.Menkes Budi menjelaskan bahwa tambah vaksin dari Sinovac ini merupakan hasil conference call Presiden Joko Widodo (Jokowi) dengan pemerintah China. Vaksin Sinovac direncanakan tiba di bulan ini.""Alhamdulillah bapak Presiden sudah melakukan conference call tingkat tinggi dengan pemerintah China dan hasilnya bagus. Sehingga di bulan ini kita mendapatkan tambahan vaksin dari Sinovac,"" kata Budi dalam konferensi pers yang disiarkan di akun YouTube Sekretariat Presiden, Senin (26/4/2021).Indonesia juga akan mendapatkan vaksin COVID-19 dari AstraZeneca berkat regosiasi dengan The Global Alliance for Vaccines and Immunisation (GAVI). Vaksin ini rencananya datang malam ini.""Dan juga terima kasih bu Menlu sudah meregosiasi dengan GAVI, kita juga mendapatkan tambahan juga vaksin dari GAVI. Jadi rencananya akan datang nanti malam 3,8 juta vaksin dari AstraZeneca dalam skema GAVI,"" tuturnya.""Dan nanti bulan depan akan datang lagi 2 kali 3,8 juta,"" imbuhnya.Sementara itu, Menkes Budi mengatakan vaksin Sinovac akan datang untuk bulan April dan Mei.""Kemudian hasil diskusi bapak Presiden dengan Perdana Menteri Xi Jinping juga demikian, ada tambahan vaksin Sinovac yang akan masuk antara 10 juta sampai 15 juta antara bulan April dan Mei,"" ujarnya."
Saat Tangis Istri Korban Kru Nanggala-402 Tumpah di Pundak Bupati Banyuwangi,Ardian Fanani,"kri nanggala-402,kri nanggala-402 tenggelam,bupati banyuwangi,lanal banyuwangi,birojatim,bupati ipuk","Senin, 26 Apr 2021 13:17 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/dikunjungi-bupati-banyuwangi-istri-awak-nanggala-402-suami-saya-sudah-tenang-di-sisi-allah-2_169.jpeg?w=700&q=90," Ipuk Fiestiandani dan Komandan Pangkalan Angkatan Laut Letkol Laut (P) Eros Wasis mengunjungi dua keluarga awak . Mereka adalah Serda Ede Pandu Yudha Kusuma, warga Desa Ketapang dan Sertu (Mes) Dedi Hari Susilo, warga Kelurahan Mojopanggung.Serda Pandu adalah operator senjata, sementara Sertu Dedi sebagai juru diesel pada . Kunjungan pertama dilakukan ke rumah Mega Dian Pratiwi, istri Serda Pandu. Juga mertua serta adik ipar korban. Begitu tiba, Mega langsung menangis sesenggukan sambil memegang pundak Ipuk erat. Suasana haru tak terelakkan.""Suami saya sudah tenang di sisi Allah, Bu,"" ujar Mega dengan berderai air mata, Senin (26/4/2021).""Aamiin...aamiin. InsyaAllah Mas Pandu syahid, syahid, syahid. Sabar, ikhlas ya mbak,"" jawab Bupati Ipuk.Mega dan sang suami baru dua bulan menjalani bahtera rumah tangga. Pada Rabu (21/4/2021) pukul 02.00 WIB dinihari, Pandu masih berkirim pesan kepada Mega. ""Mas Pandu pamit berlayar, minta doa supaya lancar. Setelah itu ponselnya tidak bisa dihubungi,"" tutur Mega.Itulah percakapan pesan terakhir antara Pandu dan Mega, hingga akhirnya kabar duka itu datang. dan Danlanal Eros beserta istri tampak terus menenangkan keluarga Serda Pandu. Mereka berbincang dari hati ke hati untuk saling menguatkan.Selanjutnya, Bupati Ipuk dan Danlanal Eros menuju kediaman Sertu Dedi. Ipuk bertemu Fitri Arumsari, istri Dedi. Begitu melihat Ipuk, Fitri langsung jatuh di pundak Ipuk sambil menangis sesenggukan. Ibu almarhum, Haniyah, juga sangat terpukul atas kepergian putra sulungnya. Dengan mata terpejam, Haniyah menceritakan putranya kepada Ipuk.
        "
"Larangan Mudik Diperpanjang, Travel Gelap di Cianjur Menjamur",Ismet Selamet,"cianjur,travel gelap,larangan mudik,birojabar","Senin, 26 Apr 2021 13:20 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/perbatasan-cianjur-bandung-barat-masih-belum-ada-penyekatan_169.jpeg?w=700&q=90,"Pengetatan dan perpanjangan larangan mudik ternyata dimanfaatkan oleh oknum travel gelap. Bahkan kini keberadaannya menjamur dengan tarif yang tinggi.Belum siapnya pemerintah daerah, termasuk di Cianjur juga dijadikan celah bagi travel gelap untuk beroperasi.Bambang (bukan nama sebenarnya), driver travel gelap, mengaku dengan adanya perpanjangan masa larangan mudik dari yang semula 6 - 17 Mei kini menjadi 22 April - 24 Mei 2021 memang menjadi momentum bagi para pengusaha travel gelap.Pasalnya, pemudik yang resah tidak bisa mudik, akan memakai jasanya untuk bisa pulang dan berlebaran di kampung halaman.""Kalau sebelumnya banyak yang kontak minta jemput dan antar untuk mudik itu mulai tanggal 6 Mei. Tapi dengan adanya aturan baru, jadi dari tanggal 22 April juga jadi sudah banyak yang menghubungi. Karena takut ketika mau mudik, kena penyekatan,"" ujar dia kepada , Senin (6/4/2021).Menurutnya setiap tahun banyak pemilik kendaraan yang menjadi jasa angkutan ilegal atau travel gelap. Pendapatan yang besar, membuat semakin banyak travel gelap yang beroperasi di momen lebaran tahun ini.""Banyak kang, terutama yang di daerah selatan Cianjur. Mulai dari kendaraan seperti Hiace hingga minibus,"" ucapnya.Dia mengatakan untuk tarif perjalanan dari Jakarta menuju Cianjur kini sudah mencapai Rp 350 ribu per orang. Padahal normalnya, ongkos perjalanan hanya Rp 80 ribu hingga Rp 100 ribu per orang.Bahkan menurutnya tarif tersebut kemungkinan akan naik lagi saat tanggal 6 Mei, dimana penjagaan perbatasan lebih ketat.""Tarif itu dijemput dan diantar hingga tujuan kalau naik kendaraan umum jauh lebih murah. Tapi dengan tarif itu, penumpang mendapat jaminan sampai tujuan, dan lolos dari penyekatan atau bisa musik dengan aman,"" kata dia.Dia mengaku bisa meraup untung hingga jutaan rupiah. ""Untuk mobil minibus dengan 7 tempat duduk, bisa dapat Rp 2,1 juta. Belum dipotong bensin. Tapi cukup besar. Dan kalau beroperasi selama musim mudik, bisa dapat jutaan bahkan belasan juta rupiah,"" kata dia.""Makanya sekarang banyak travel gelap, karena lumayan uang yang didapatnya. Meskipun berisiko juga kalau kena penyekatan. Tapi kan di perbatasannya juga banyak yang belum siap. Kalau ada penyekatan sudah tahu juga jalur aman,"" tambahnya.Di sisi lain, Pemerintah Kabupaten Cianjur mengakui belum siap melakukan penyekatan di perbatasan untuk mencegah pemudik. Pasalnya larangan mudik yang diperpanjang dinilai terlalu mendadak.Plt Bupati Cianjur Herman Suherman, mengatakan Pemkab bersama Forkopimda Cianjur menyiapkan prosedur penjagaan dan penyekatan di perbatasan untuk 6 Mei mendatang.Namun pemerintah pusat tiba-tiba mengubah dan memperpanjang larangan mudik mulai 22 April 2021.""Karena mendadak aturan dan informasinya kita belum siap. Kita siapnya penyekatan pemudik mulai 6 Mei,"" ucap Herman.Herman mengakui jika sejak 22 April kemarin, di 8 titik perbatasan Cianjur belum ada penjagaan oleh petugas gabungan. Rencananya rapat Forkopimda baru digelar hari ini.""Untuk sekarang belum ada penjagaan, hanya pemeriksaan rutin untuk masker dan Prokes lainnya. Kami upayakan setelah rapat minggu depan, langsung dilakukan penyekatan di perbatasan untuk cegah pemudik,"" kata dia.Ia menambahkan dengan tidak siapnya pemerintah daerah, kemungkinan akan banyak calon pemudik yang memanfaatkan situasi dengan mudik lebih awal.""Pastinya banyak yang mudik sekarang ini, memanfaatkan ketidaksiapan di daerah. Karena memang perubahannya sangat mendadak,"" kata dia."
"Jokowi Sebut Keseimbangan Kesehatan-Ekonomi Sudah Bagus, Minta Tak Diubah",Tim detikcom,"covid-19,menkes,menkes budi gunadi sadikin,jokowi,joko widodo","Senin, 26 Apr 2021 13:04 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/23/presiden-jokowi-1_169.jpeg?w=700&q=90,"Presiden Joko Widodo () mengingatkan agar keseimbangan antara penanganan kesehatan dan ekonomi yang tengah berjalan di Indonesia saat ini untuk tetap dijaga. Menurut Jokowi, saat ini keseimbangan penanganan keduanya sudah paling bagus.Hal itu disampaikan Menteri Kesehatan (Menkes) Budi Gunadi Sadikin. Budi menyampaikan pesan  yang disampaikan dalam rapat terbatas bersama para menteri Kabinet Indonesia Maju.""Bapak Presiden juga mengingatkan bahwa keseimbangan yang sudah ada sekarang sudah paling bagus keseimbangan dari sisi kesehatan dan sisi ekonominya,"" kata Budi dalam konferensi pers virtual, Senin (26/4/2021).Budi mengatakan, keseimbangan penanganan yang sudah dilakukan saat ini benar-benar memberikan dampak positif pada pandemi COVID-19 di Indonesia. Karena itu, lanjutnya, Jokowi meminta agar keseimbangan itu tidak diubah-ubah.""Apa yang dilakukan benar-benar memberikan hal yang positif dari sisi kesehatan turun semua indikatornya. Tapi juga memberikan hal yang positif di sisi ekonomi, indikatornya juga naik,"" ujarnya.""Jadi tolong, pesan Bapak Presiden, jangan diubah-ubah lagi,"" imbuh Budi.Budi mengungkapkan, Jokowi meminta kebijakan-kebijakan terkait COVID-19 yang diambil nantinya jangan sampai mengubah keseimbangan penanganan yang sudah ada. Selain itu, kata dia,  juga meminta agar masyarakat untuk tetap mematuhi protokol kesehatan.""Jangan diambil kebijakan-kebijakan atau jangan sampai kita berperilaku yang mengubah keseimbangan ini. Ini ke sini keseimbangan yang sudah sangat bagus, nah itu yang mesti kita jaga sama-sama agar keseimbangan yang ada sekarang, PPKM Mikro, semua protokol kesehatannya, kecepatan vaksinasi itu dijaga,"" papar dia.Konsistensi untuk menerapkan keseimbangan dalam penanganan COVID-19 itu, kata Budi, dilakukan agar Indonesia tak bernasib seperti India. Di mana kasus COVID-19 naik drastis dari 5.000 kasus perhari menjadi 300.000 kasus setiap harinya.""Jadi karena merasa jumlah kasusnya sudah turun karena vaksinasi di India itu tinggi sekali mereka menjadi lengah menjadi lalai menjadi tidak waspada. Oleh karena itu kami sampaikan bahwa teman-teman harus waspada,"" kata Budi."
